"No..of.Tanks","Stock.number.","Date.of.Birth","Fish.name","Genotype.","Fish.number","Responsible","Female.Parent.Genotype","Male.Parent.Genotype","Female.Parent.Stock","Male.Parent.Stock","Notes"
1,"18988","1-May-20","HS:Twist1a-2AGFP-L1","Enter genotype",40,"MHM/RM","HS:Twist1a-2AGFP-L1","AB","17046","18024","GFP+"
1,"18989","1-May-20","HS:Twist1a-2AGFP-L1","Enter genotype",40,"MHM/RM","HS:Twist1a-2AGFP-L1","AB","17046","18024","GFP-"
1,"18990","1-May-20","HS:Twist1a-2AGFP-L3-A","Enter genotype",40,"MHM/RM","AB","HS:Twist1a-2AGFP-L3-A","18024","18762","GFP+"
1,"18991","1-May-20","HS:Twist1a-2AGFP-L3-A","Enter genotype",40,"MHM/RM","AB","HS:Twist1a-2AGFP-L3-A","18024","18762","GFP-"
1,"19009","21-May-20","ub:switch:GFP +/+","Enter genotype",40,"MHM/RM","ub:switch:GFP +/+","ub:switch:GFP +/+","18303","18303","GFP+;homozygotes"
1,"19010","21-May-20","MPEG:YFP","Enter genotype",40,"MHM/RM","MPEG:YFP","AB","16596","18024","YFP+"
1,"19029","26-May-20","Tg(-4.3actc1b:mstnb-2A-EGFP)-L3; mstnb","GFP/+ ; +/+ or +/-",40,"VMS/MHM","Tg(-4.3actc1b:mstnb-2A-EGFP)-L3 (GFP/+)","mstnb( +/-)","17307","17073","Genotype for mstnb"
1,"19036","2-Jun-20","Sox10:RFP +/-","Enter genotype",40,"MHM/RM","AB","Sox10:RFP","18853","15921","RFP+"
1,"19037","2-Jun-20","NueroD:GFP +/+","Enter genotype",20,"MHM/RM","NueroD:GFP +/+","NueroD:GFP +/+","15864","15864","GFP+:homozygotes"
1,"19044","6-Jun-20","bach1a 2_2 outx  Tu      dk019","Enter genotype",40,"DNK/MHM","Tu","bach1a 2_2","17967","18804","half het"
1,"19045","6-Jun-20","bach1a 3_5 outx Tu      dk020","Enter genotype",40,"DNK/MHM","Tu","bach1a 3_5","17967","18805","half het"
1,"19046","6-Jun-20","bach1b 3_2 outx Tu    dk008.1","Enter genotype",40,"DNK/MHM","bach1b 3_2","Tu","18639","17967","half het"
1,"19047","6-Jun-20","bach1b 3_3 outx Tu     dk008.2","Enter genotype",14,"DNK/MHM","bach1b 3_3","Tu","18639","17967","half het"
1,"19048","6-Jun-20","bach1b 3_4 outx Tu     dk008.3","Enter genotype",40,"DNK/MHM","bach1b 3_4","Tu","18639","17967","half het"
1,"19049","6-Jun-20","egr1 1_2 outx Tu     dk009.2","Enter genotype",40,"DNK/MHM","egr1 1_2","Tu","18641","17967","half het"
1,"19050","6-Jun-20","egr1 2_1 outx Tu     dk010.1","Enter genotype",40,"DNK/MHM","egr1 2_1","Tu","18642","17967","half het"
1,"19051","6-Jun-20","junbb 1_4 outx Tu     dk021","Enter genotype",40,"DNK/MHM","junbb 1_4","Tu","18808","18036","half het"
1,"19052","6-Jun-20","junbb 2_3 outx Tu     dk022.2","Enter genotype",40,"DNK/MHM","junbb 2_3","Tu","18809","18036","half het"
1,"19053","6-Jun-20","junbb 2_4 outx Tu     dk022.3","Enter genotype",40,"DNK/MHM","junbb 2_4","Tu","18809","18036","half het"
1,"19054","6-Jun-20","spi1a 2_2 outx Tu     dk015.1","Enter genotype",40,"DNK/MHM","spi1a 2_2","Tu","18646","18036","half het"
1,"19055","4-Jun-20","mstnb; Tg(-4.3actc1b:mstnb-2A-EGFP)-L1 ","+/+ or +/- or -/- ; GFP/+",40,"VMS/MHM","Tg(-4.3actc1b:mstnb-2A-EGFP)-L1 (GFP/+)","mstnb( +/-)","18682","18460","Genotype for mstn"
1,"19074","7-Jun-20","(nm23-m1-Crispr-F1)-L3","Entergenotype",80,"VMS/MHM","nm23-crispr-F0-M1","AB","18702","18853",""
1,"19075","9-Jun-20","ctgfa+/- x ctgfa+/-:ctgfa:twist1a-2A-GFP","Enter genotype",40,"MHM/RM","ctgfa +/-"," ctgfa+/-:ctgfa:twist1a-2A-GFP","18390","18389","GFP+"
1,"19076","9-Jun-20","ctgfa+/- x ctgfa+/-:ctgfa:twist1a-2A-GFP","Enter genotype",40,"MHM/RM","ctgfa +/-"," ctgfa+/-:ctgfa:twist1a-2A-GFP","18390","18389","GFP-"
1,"19081","9-Jun-20","mstnb; Tg(-4.3actc1b:mstnb-2A-EGFP)-L3 ","+/+ or +/- ; GFP/+",40,"VMS/MHM","Tg(-4.3actc1b:mstnb-2A-EGFP)-L3 (GFP/+)","mstnb( +/-)","17307","18460","Genotype for mstnb"
1,"19088","13-Jun-20","egr1 1_1 outx Tu       dk009","Enter genotype",40,"DNK/MHM","Tu","egr1 1_1","18036","18645",""
1,"19089","13-Jun-20","egr1 2_6 outx Tu     dk010.1","Enter genotype",40,"DNK/MHM","Tu","egr1 2_6","18036","18642",""
1,"19090","13-Jun-20","spi1a 1_1 outx Tu     dk014","Enter genotype",40,"DNK/MHM","spi1a 1_1","Tu","18645","18036",""
1,"19091","13-Jun-20","spi1a 4_1 outx Tu     dk017","Enter genotype",40,"DNK/MHM","spi1a 4_1","Tu","18648","18036",""
1,"19092","13-Jun-20","Tg(mpeg:YFP) outx tcim double het","Enter genotype",120,"DNK/MHM","tcima-/+;tcimb-/+","Tg(mpeg:YFP)","16863","16596","YFP+; genotype for tcima/b"
1,"19093","13-Jun-20","Tg(mpeg:YFP)/+","Enter genotype",80,"DNK/MHM","AB","Tg(mpeg:YFP)","18762","16596",""
1,"19122","16-Jun-20","ctgfa 180E-L2A F1","Enter genotype",2,"MHM/RM","AB","ctgfa 180e male 1 F0","","18726","G++"
1,"19123","16-Jun-20","ctgfa 180E-L2B F1","Enter genotype",4,"MHM/RM","AB","ctgfa 180e male 1 F0","","18726","G+"
1,"19136","18-Jun-20","mstn; Tg(Gata2:GFP)","+/+ or +/- or -/- ; GFP/+",40,"VMS/MHM","mstn( +/- ); Tg(Gata2:GFP)(GFP/+)","mstn( +/- )","18910","18460",""
1,"19137","18-Jun-20","mstn; Tg(Dbx:GFP)","+/+ or +/- or -/- ; GFP/+",40,"VMS/MHM","mstn( +/- ); Tg(Dbx:GFP)(GFP/+)","mstn( +/- )","18882","18460",""
1,"19138","18-Jun-20","mstn; Tg(GlyT2:GFP)","+/+ or +/- or -/- ; GFP/+",80,"VMS/MHM","mstn( +/- ); Tg(GlyT2:GFP)(GFP/+)","mstn( +/- )","18919","18460","2 clutches"
1,"19139","18-Jun-20","mstnb; Tg(-4.3actc1b:mstnb-GFP-L1)","Entergenotype",80,"VMS/MHM","mstnb (+/-); Tg(-4.3actc1b:mstnb-GFP-L1)(GFP+)","mstn( +/- )","18682","18460","2 clutches, weak GFP"
1,"19163","23-Jun-20","jag2b? Tg(tp1:GFP) outx AB*     ","Enter genotype",30,"DNK/MHM","AB*","jag2b?; Tg(tp1:GFP)","FF","KMK (Utah)","iodined 6-24-20; G+"
1,"19174","23-Jun-20","Cited2-Cripsr_F1","F1/+",80,"VMS/MHM","AB","Cited2-Crispr-M2-F0_2","18758","18853","Founder Fish_2"
1,"19179","25-Jun-20","mstnb; Tg(HB9:GFP)(GFP/+)","+/+ or +/- or -/- ; GFP/+",120,"VMS/MHM","mstnb(+/- ); Tg(HB9:GFP)(GFP/+)","mstn( +/- )","18881","18460","2 clutches"
1,"19180","25-Jun-20","mstnb; Tg(Gata2:GFP)","+/+ or +/- or -/- ; GFP/+",40,"VMS/MHM","mstnb(+/- ); Tg(Gata2:GFP)(GFP/+)","mstn( +/- )","18910","18460",""
1,"19181","25-Jun-20","mstnb; Tg(Dbx:GFP)","+/+ or +/- or -/- ; GFP/+",30,"VMS/MHM","mstnb(+/- ); Tg(Dbx:GFP)(GFP/+)","mstn( +/- )","18882","18460","genotype for mstn"
1,"19182","25-Jun-20","mbp:GFP +/- x mbp:GFP +/-","Enter genotype",35,"MHM/RM","mbp:GFP +/-","mbp:GFP +/-","15970","15970","GFP+ screen for homoz"
1,"19208","4-Jul-20","mstn; Tg(Dbx:GFP)","+/+ or +/- or -/- ; GFP/+",40,"VMS/MHM","mstn(+/-); Tg(Dbx:GFP)","mstn( +/- )","18882","18460","Clutch 1"
1,"19213","7-Jul-20","tcima-/+; tcimb-/+ inx","Enter genotype",240,"DNK/MHM","tcima-/+;tcimb-/+","tcima-/+;tcimb-/+","16863","16863","tcima________                   tcimb________"
1,"19222","7-Jul-20","mxsc:dsRED","Enter genotype",40,"MHM/RM","AB","mxsc:dsRED","","15993","RFP+"
1,"19223","7-Jul-20","HB9:GFP +/-","Enter genotype",1,"MHM/RM","AB","HB9:GFP","","15580","GFP+"
1,"19252","16-Jul-20","is1i:GFP +/+","Enter genotype",40,"MHM/RM","is1i:GFP +/+","is1i:GFP +/+","15863","15863","GFP+; homo"
1,"19253","16-Jul-20","huc:GFP +/+","Enter genotype",40,"MHM/RM","huc:GFP +/+","huc:GFP +/+","16024","16024","GFP+; homo"
1,"19296","22-Jul-20","j1766:GPNMB3:GFP +/-","Enter genotype",40,"MHM/RM","j1766:GPNMB3:GFP +/-","AB","16074","","GFP+ hets"
1,"19297","22-Jul-20","HB9:GFP +/+","Enter genotype",40,"MHM/RM","HB9:GFP +/+","HB9:GFP +/+","15580","15580","GFP+ homo"
1,"19298","22-Jul-20","ctgfa 180E-L2C F1","Enter genotype",2,"MHM/RM","AB","ctgfa 180e male 1 F0","","18726","GFP+++"
1,"19301","22-Jul-20","Tg(mpeg:Gal4); Tg(UAS:NTR-mCherry); Tg(tnfa:GFP)","Enter genotype",40,"DNK/MHM","Tg(mpeg:Gal4); Tg(UAS:NTR-mCherry); Tg(tnfa:GFP)","AB","18020","18726","mCherry+          PCR for GFP"
1,"19302","22-Jul-20","Tg(mpeg:Gal4); Tg(UAS:NTR-mCherry); Tg(tnfa:GFP)","Enter genotype",40,"DNK/MHM","Tg(mpeg:Gal4); Tg(UAS:NTR-mCherry); Tg(tnfa:GFP)","AB","18020","18726","mCherry-         PCR for GFP"
1,"19308","23-Jul-20","olig2:GFP +/+","Enter genotype",40,"MHM/RM","olig2:GFP +/+","olig2:GFP +/+","17198","17198","GFP+, homo"
1,"19309","23-Jul-29","Nestin:GFP +/+","Enter genotype",40,"MHM/RM","Nestin:GFP +/+","Nestin:GFP +/+","17410","17410","GFP+, homo"
1,"19353","30-Jul-20","j1704:PRMD12:GFP +/-","Enter genotype",20,"MHM/RM","j1704:PRMD12:GFP +/-","AB","16047","","GFP+"
1,"19354","30-Jul-20"," j1784:DCT-1:GFP +/-","Enter genotype",40,"MHM/RM"," j1784:DCT-1:GFP +/-","AB","16048","","GFP+"
1,"19364","5-Aug-20","bach1a het (stl663) inx","Enter genotype",24,"DNK/MHM","bach1a stl663/+","bach1a stl663/+","","","used to be bach1a 2_2"
1,"19365","5-Aug-20","bach1b het (stl665) inx","Enter genotype",44,"DNK/MHM","bach1b stl665/+","bach1b stl665/+","","","used to be bach1b 3_3"
1,"19366","5-Aug-20","bach1b het (stl666) inx","Enter genotype",26,"DNK/MHM","bach1b stl666/+","bach1b stl666/+","","","used to be bach1b 3_4"
1,"19367","5-Aug-20","egr1 het (stl667) inx","Enter genotype",16,"DNK/MHM","egr1 stl667/+","egr1 stl667/+","","","used to be egr1 1_1"
1,"19368","5-Aug-20","junbb het (dk021) inx","Enter genotype",48,"DNK/MHM","junbb dk021/+","junbb dk021/+","","","used to be junbb 1_4"
1,"19369","5-Aug-20","junbb het (dk022.2) inx","Enter genotype",40,"DNK/MHM","junbb dk022.2/+","junbb dk022.2/+","","","used to be junbb 2_3"
1,"19370","5-Aug-20","junbb het (dk022.3) inx","Enter genotype",41,"DNK/MHM","junbb dk022.3/+","junbb dk022.3/+","","","used to be junbb 2_4"
1,"19371","5-Aug-20","spi1a het (stl669) inx","Enter genotype",20,"DNK/MHM","spi1a stl669/+","spi1a stl669/+","","","used to be spi1a 1_1"
1,"19372","4-Aug-20"," stl656(-4-ctgfa:GFP - L4)","Enter genotype",40,"MHM/RM","AB"," stl656(-4-ctgfa:GFP - L4)","","","GFP+"
1,"19373","4-Aug-20","ctgfa:RNTR L11","Enter genotype",40,"MHM/RM","AB","ctgfa:RNTR L11","","","RFP+"
1,"19400","7-Aug-20","isl1:GFP+/-; casper","Enter genotype",40,"MHM/RM","isl1:GFP+/-; casper+/-","casper ","17004","","GFP+"
1,"19401","7-Aug-20","huc:GFP/+;casper","Enter genotype",40,"MHM/RM","huc:GFP/+;casper/+","casper ","17020","","GFP+"
1,"19402","7-Aug-20","sox2-2A-sfGFP/+;casper","Enter genotype",11,"MHM/RM","sox2-2A-sfGFP/+;casper/+","casper ","17021","","GFP+"
1,"19403","7-Aug-20","nestin:GFP/+;casper","Enter genotype",40,"MHM/RM","nestin:GFP/+;casper/+","casper ","17022","","GFP+"
1,"19411","11-Aug-20","egr1 dgRNP injected","Enter genotype",60,"DNK/MHM","Tu","Tu","18675","18675",""
1,"19412","11-Aug-20","junbb dgRNP injected","Enter genotype",25,"DNK/MHM","Tu","Tu","18675","18675",""
1,"19413","11-Aug-20","taz dgRNP injected","Enter genotype",13,"DNK/MHM","Tu","Tu","18675","18675",""
1,"19414","11-Aug-20","yap1 dgRNP injected","Enter genotype",75,"DNK/MHM","Tu","Tu","18675","18675",""
1,"19415","11-Aug-20","uninjected Tu siblings","Enter genotype",50,"DNK/MHM","Tu","Tu","18675","18675",""
1,"19416","11-Aug-20","spi1a dgRNP injected","Enter genotype",27,"DNK/MHM","Tu","Tu","18675","18675",""
1,"19436","12-Aug-20","bach1a;bach1b dgRNP injected","Enter genotype",16,"DNK/MHM","Tu","Tu","18675","18675",""
1,"19437","11-Aug-20","junbb dgRNP injected","Enter genotype",12,"DNK/MHM","Tu","Tu","18675","18675",""
1,"19438","11-Aug-20","spi1a dgRNP injected","Enter genotype",25,"DNK/MHM","Tu","Tu","18675","18675",""
1,"19439","11-Aug-20","taz dgRNP injected","Enter genotype",31,"DNK/MHM","Tu","Tu","18675","18675",""
1,"19440","11-Aug-20","yap1; taz dgRNP injected","Enter genotype",30,"DNK/MHM","Tu","Tu","18675","18675",""
1,"19441","11-Aug-20","uninjected Tu siblings","Enter genotype",25,"DNK/MHM","Tu","Tu","18675","18675",""
1,"19442","11-Aug-20","bach1a (stl663/+) inx","Enter genotype",75,"DNK/MHM","bach1a stl663/+","bach1a stl663/+","","","used to be bach1a 2_2"
1,"19443","11-Aug-20","bach1b (stl665/+) inx","Enter genotype",75,"DNK/MHM","bach1b stl665/+","bach1b stl665/+","","","used to be bach1b 3_3"
1,"19444","11-Aug-20","bach1b (stl666/+)","Enter genotype",75,"DNK/MHM","bach1b stl666/+","bach1b stl666/+","","","used to be bach1b 3_4"
1,"19445","11-Aug-20","egr1 (stl667/+) inx","Enter genotype",75,"DNK/MHM","egr1 stl667/+","egr1 stl667/+","","","used to be egr1 1_1"
1,"19446","11-Aug-20","junbb (dk022.2/+) inx","Enter genotype",75,"DNK/MHM","junbb dk022.2/+","junbb 022.2/+","","","used to be junbb 2_3"
1,"19447","11-Aug-20","junbb (dk022.3/+) inx","Enter genotype",50,"DNK/MHM","junbb dk022.3/+","junbb 022.3/+","","","used to be junbb 2_4"
1,"19448","11-Aug-20","spi1a (stl669/+) inx","Enter genotype",75,"DNK/MHM","spi1a stl669/+","spi1a stl669/+","","","used to be spi1a 1_1"
1,"19449","11-Aug-20","spi1a (stl670/+) inx","Enter genotype",75,"DNK/MHM","spi1a stl670/+","spi1a stl670/+","","","used to be spi1a 4_1"
1,"19475","17-Aug-20","junbb_2 dgRNP injected ","Enter genotype",25,"DNK/MHM","Tu","Tu","","",""
1,"19476","17-Aug-20","taz/yap1 dgRNP injected","Enter genotype",15,"DNK/MHM","Tu","Tu","","",""
1,"19477","17-Aug-20","uninjected Tu siblings","Enter genotype",25,"DNK/MHM","Tu","Tu","","",""
1,"19478","19-Aug-20","junbb (dk022.3/+) inx","Enter genotype",50,"DNK/MHM","junbb dk022.3/+","junbb 022.3/+","","","used to be junbb 2_4"
1,"19479","19-Aug-20","spi1a (stl670/+) inx","Enter genotype",75,"DNK/MHM","spi1a stl670/+","spi1a stl670/+","","","used to be spi1a 4_1"
1,"19501","17-Aug-20","ctgfa:180E L2B","Enter genotype",40,"MHM/RM","AB","ctgfa:180E L2B","","19123","GFP+ at 48hr-loose expresion at 72hr"
1,"19502","20-Aug-20","stl658 Tg(1kb ctgfa:GFP-L1)","Enter genotype",0,"MHM/RM","AB","stl658 Tg(1kb ctgfa:GFP-L1)","","16224","GFP+"
1,"19503","20-Aug-20","stl659 Tg(1kb ctgfa:GFP-L2)","Enter genotype",40,"MHM/RM","AB","stl659 Tg(1kb ctgfa:GFP-L2)","","16226","GFP+"
1,"19504","20-Aug-20","stl660 Tg(1kb ctgfa:GFP-L3)","Enter genotype",40,"MHM/RM","AB","stl660 Tg(1kb ctgfa:GFP-L3)","","16293","GFP+"
1,"19537","28-Aug-20","mstn; Tg(Sox2a:GFP","+/+ or +/- or -/- ; GFP/+",40,"VMS/MHM","mstn(+/-); Tg(Sox2a:GFP)(GFP/+)","mstn(+/-)","18744","18460","Genotype for  mstn"
1,"19538","28-Aug-20","mstn; Tg(nestin:GFP)","+/+ or +/- or -/- ; GFP/+",40,"VMS/MHM","mstn(+/-); Tg(nestin:GFP)(GFP/+)","mstn(+/-)","18885","18460","Genotype for  mstn"
1,"19539","28-Aug-20","mstn; Tg(-4.3actc1b:mstnb-GFP-L3)","+/- ; GFP+",40,"VMS/MHM","Tg(-4.3actc1b:mstnb-GFP-L3)(GFP+)","mstn(-/-)","17307","18460",""
1,"19551","1-Sep-20","stl655 Tg(ctgfa:GFP-L9)","Enter genotype",40,"MHM/RM","AB","stl655 Tg(ctgfa:GFP-L9)","","16195","GFP+"
1,"19552","1-Sep-20","stl656 Tg(-4 ctgfa:GFP-L4)","Enter genotype",40,"MHM/RM","AB","stl656 Tg(-4 ctgfa:GFP-L4)","","16121","GFP+"
1,"19565","3-Sep-20","nm23-F1-inX ","+/+ or +/- or -/-",120,"VMS/MHM","nm23-F1","nm23-F1","19074","19074","Genotype for nm23"
1,"19566","3-Sep-20","mstnb; Tg(sox2-2A-tdTomato)","+/+ or +/- ; RFP/+",25,"VMS/MHM","AB","mstn(+/-) ; Sox2-tdTomato","18853","16365","Genotype for mstn, keep only the wildtype and freeze sperm of Sox2A-tdTomato"
1,"19567","3-Sep-20","mstnb; Tg(sox2-2A-GFP) ","+/+ or +/- or -/- ; GFP/+",40,"VMS/MHM","mstn(+/-); Sox2-2A-GFP (GFP/+)","mstn(+/-)","16744","18460","Genotype for mstn and sort cells"
1,"19568","3-Sep-20","mstnb; Tg(nestin-GFP)","+/+ or +/- or -/- ; GFP/+",30,"VMS/MHM","mstn(+/-)","mstn(+/-); nestin (GFP/+)","18460","18685","Genotype for mstn and surgery"
1,"19580","9-Sep-20","apoeb F1 # 1_1 outx Tu  (dk001)","Enter genotype",39,"DNK/MHM","apoeb F1 1_1","Tu","18632","","genotype for hets"
1,"19581","9-Sep-20","apoeb F1 #5_1 outx Tu (dk005.1)","Enter genotype",27,"DNK/MHM","apoeb F1 5_1","Tu","18636","","genotype for hets"
1,"19602","12-Sep-20","mstn; Tg(nestin:GFP)","+/+ or +/- or -/- ; GFP/+",0,"VMS/MHM","mstn(+/-)","mstn(+/- ); Tg(nestin:GFP)(GFP/+)","18460","18685","Genotype for mstn and Surgery"
1,"19619","16-Sep-20","apoeb 4_1 F1 het (dk004) outx Tu ","Enter genotype",40,"DNK/MHM","apoeb 4_1","Tu","18635","16275","half het"
1,"19620","16-Sep-20","bach1a (stl664/+) outx Tu","Enter genotype",40,"DNK/MHM","bach1a (stl664/+)","Tu","19045","16275","half het (used to be bach1a 3_5)"
1,"19625","13-Sep-20","stl655 Tg(ctgfa:GFP-L9)","Enter genotype",25,"MHM/RM","AB","stl655 Tg(ctgfa:GFP-L9)","","16195","GFP+"
1,"19626","13-Sep-20","GFAP:GFP","Enter genotype",40,"MHM/RM","AB","GFAP:GFP","","17033","GFP+"
1,"19627","16-Sep-20","AB*","Enter genotype",40,"MHM/RM","AB*","AB*","","",""
1,"19628","15-Sep-20","ub:switch x ctgfa:CreER-L1 Cre______","Enter genotype",40,"MHM/RM","ub:switch +/+","CreER-L1 +/-","19009","18622","GFP+Geno For Cre + or Cre-"
1,"19666","24-Sep-20","EK;AB","Enter genotype",50,"MHM/RM","","","","","iodined 9-25-20"
1,"19668","22-Sep-20","pet1:GFP  +/-","Enter genotype",40,"MHM/RM","AB","pet1:GFP  +/+","","15502","GFP+"
1,"19669","22-Sep-20","ub:switch x ctgfa:CreER-L7 Cre______","Enter genotype",40,"MHM/RM","ub:switch +/+","ctgfa:CreER-L7 +/-","19009","18732","GFP+:Geno for Cre"
1,"19686","23-Sep-20","mstn-creERT2-F0","Entergenotype",40,"VMS/MHM","AB","AB","","","AB inX embryos are injected with msn-cre using I-Sce1"
1,"19687","23-Sep-20","ctgfa:CreER-L1;ubi:GSR(Cre__G+)","Enter genotype",120,"LZ/MHM","ctgfa:CreER-L1","ubi:GSR","18622","19009","300 Embryos treated with either TAM or EtOH at 2dpf"
1,"19688","23-Sep-20","ctgfa:CreER-L7;ubi:GSR(Cre__G+)","Enter genotype",90,"LZ/MHM","ctgfa:CreER-L7","ubi:GSR","18732","19009"," Embryos treated with either TAM or EtOH at 2dpf"
1,"19689","23-Sep-20","Tg(HUC:NTR-mcherry)-L1; casper","mcherry/+",40,"VMS/MHM","Tg(HUC:NTR-mcherry)-L1(mcherry/+)","casper ","18879","18814","For embryo experiments only"
1,"19690","23-Sep-20","mstn-cre-ERT2- L4 ","F1/+",120,"VMS/MHM","mstn-cre-ERT2 (F0)","AB","17670","18762","Female 1  outcrossed with AB"
1,"19691","23-Sep-20","mstn-cre-ERT2 -L5","F1/+",68,"VMS/MHM","mstn-cre-ERT2 (F0)","AB","17670","18762","Female 2 outcrossed with AB"
1,"19692","23-Sep-20","(-4.8mstn:CRE-ERT2)-L6","Cre/+ or +/+",0,"VMS/MHM","mstn-cre-ERT2 (F0)","AB","17670","18762","Female 3 outcrossed with AB"
1,"19713","29-Sep-30"," ub:nGSR-Line2","Enter genotype",40,"MHM/RM","AB","Sox2-2A-CreER _____;ubi:switch+/-","","","GFP+ Geno for cre"
1,"19714","29-Sep-30","ub:nRSG;Sox-2A-CreER Cre +","Enter genotype",40,"MHM/RM","AB","Sox2-2A-CreER _____","","","R+ Cre+"
1,"19715","29-Sep-30","Sox-2A-CreER Cre +","Enter genotype",40,"MHM/RM","AB","Sox2-2A-CreER _____","","","Cre+"
1,"19726","30-Sep-20","tcima-/+;tcimb-/+ ; Tg(mpeg:YFP) X tcima-/+;tcimb-/+","Enter genotype",135,"DNK/MHM","tcima-/+;tcimb-/+","tcima-/+;tco,b-/+; Tg(mpeg:YFP)","18631","19092","tcima_____         tcimb_____                        YFP+"
1,"19732","1-Oct-20","Tg(HuC:NTR-mcherry)-L1","mcherry/+",80,"VMS/MHM","Tg(HuC:NTR-mcherry)-L1(mcherry/+)","AB","18623","18024","For Surgery and MTZ treatment of Adult fish, RFP+ve and RFP -ve"
1,"19739","2-Oct-20","Tg(nestin:GFP) ; mstn","GFP/+ ; +/+ or +/- or -/-",120,"VMS/MHM","mstn( +/-)","Tg(nestin:GFP); mstn( +/- )","18460","18685","Genotype for mstn and then surgery  "
1,"19746","1-Oct-20","cited2 het incross                        cited______","Enter genotype",100,"BHB/MHM","cited2 het","cited2 het","19174","19174","genotype for wt, hets, and mutants"
1,"19747","7-Oct-20","tcima-/+;tcimb-/+ het incross","Enter genotype",80,"DNK/MHM","tcima-/+;tcimb-/+","tcima-/+;tcimb-/+","18631","18631","tcima______                                 tcimb______"
1,"19748","7-Oct-20","tcima-/+;tcimb-/+  X  AB outcross","Enter genotype",80,"DNK/MHM","tcima-/+;tcimb-/+","AB","18631","","tcima______                                 tcimb______"
1,"19754","7-Oct-20","EK","Enter genotype",50,"MHM/RM","","","","","iodined 10-8-20"
1,"19758","6-Oct-20","Tg(HS:twist1a-2A-GFP-L1)","Enter genotype",40,"MHM/RM","AB","Tg(HS:twist1a-2A-GFP-L1)","","17046","GFP+"
1,"19759","6-Oct-20","stl654:Tg(HS:twist1a-2A-GFP-L3A","Enter genotype",40,"MHM/RM","AB","stl654:Tg(HS:twist1a-2A-GFP-L3A","","17635","GFP+"
1,"19760","6-Oct-20","Tg(ctgfa:twist1a-2A-GFP-L1)","Enter genotype",40,"MHM/RM","AB","Tg(ctgfa:twist1a-2A-GFP-L1)","","17252","GFP+"
1,"19782","13-Oct-20","Tg(huc-mcherry-NTR-L1) ","Enter genotype",40,"MHM/RM","AB","Tg(huc-mcheryy-NTR-L1) ","","","R+ For stocks"
1,"19783","13-Oct-20","Tg(huc-mcherry-NTR-L1) ","Enter genotype",40,"MHM/RM","AB","Tg(huc-mcheryy-NTR-L1) ","","","R+ For mayssa"
1,"19784","13-Oct-20","Tg(huc-mcherry-NTR-L1) ","Enter genotype",40,"MHM/RM","AB","Tg(huc-mcheryy-NTR-L1) ","","","R- for mayssa"
1,"19796","15-Oct-20","mstn-cre-ERT2-L5","F1/+",80,"VMS/MHM","mstn-cre-ERT2(F0/F0)","AB","17670","18024","Female 2 is outcrossed AB. Genotype for Cre +ve"
1,"19797","15-Oct-20","mstn","+/+ or +/- or -/-",80,"VMS/MHM","mstn(+/-)","mstn(+/-)","18460","18460","mstn hets in crossed. Genotype for mstn"
1,"19806","21-Oct-20","ebf3a/b dgRNP injected #1 outx Tu (dk025)","Enter genotype",30,"DNK/MHM","Tu","ebfa/b dgRNP injected","","18238",""
1,"19807","21-Oct-20","ebf3a/b dgRNP injected #2 outx Tu (dk025)","Enter genotype",30,"DNK/MHM","Tu","ebfa/b dgRNP injected","","18238",""
1,"19808","21-Oct-20","ebf3a/b dgRNP injected #3 outx Tu (dk025)","Enter genotype",19,"DNK/MHM","Tu","ebfa/b dgRNP injected","","18238",""
1,"19809","21-Oct-20","pfkfb1 dgRNP injected # 1 outx Tu (dk026)","Enter genotype",30,"DNK/MHM","Tu","pfkfb1 dgRNP injected","","18031",""
1,"19845","23-Oct-20","mstn","+/+ or +/- or -/-",80,"VMS/MHM","mstn(+/-)","mstn(+/-)","18460","18460","mstn hets inX; Genotype for mstn"
1,"19851","28-Oct-20","pfkfb1 dgRNP injected #2 out Tu (dk027)","Enter genotype",40,"DNK/MHM","Tu","pfkfb1 dgRNP injected","","",""
1,"19852","28-Oct-20","pfkfb1 dgRNP injected #3 outx Tu (dk028)","Enter genotype",40,"DNK/MHM","Tu","pfkfb1 dgRNP injected","","",""
1,"19853","28-Oct-20","pfkfb1 dgRNP injected #4 out Tu (dk029)","Enter genotype",40,"DNK/MHM","Tu","pfkfb1 dgRNP injected","","",""
1,"19854","28-Oct-20","zfp36l1a 1_2 x zfp36l1a 1_3 inx (dk023)","Enter genotype",80,"DNK/MHM","Tu","pfkfb1 dgRNP injected","s18809","s18809","WT, het, and mutant"
1,"19861","27-Oct-20","huc:GFP+/-;casper","Enter genotype",40,"MHM/RM","huc:GFP+/;casper","casper","","","GFP+"
1,"19862","27-Oct-20","Nestin:GFP+/-;casper","Enter genotype",40,"MHM/RM","Nestin:GFP+/-;casper","casper","","","GFP+"
1,"19894","3-Nov-20","isl1:GFP+/-; casper","Enter genotype",40,"MHM/RM","isl1:GFP+/-; casper","casper","19400","","GFP+"
1,"19895","3-Nov-20","sox2-2A-sfGFP/+;casper","Enter genotype",40,"MHM/RM","sox2-2A-sfGFP/+;casper","casper","19402","","GFP+"
